id;review;type_review;language;score
Torti;"One of the most incredibly put together, and defining games of the seventh generation. Naughty dog's ""The last of us"" delivers in almost every aspect.";expanded;English;10
PAPiT0323;The single greatest experience I’ve ever had in gaming — period. I would even say it’s one of the greatest forms of entertainment (film, TV, books, theatre, etc.) that I’ve had the pleasure of consuming. I could easily go on about it’s beauty, realism, philosophy, gameplay, but I’ll just simply advise this: go and experience The Last of Us for yourself.,Endure & Survive;expanded;English;10
Tavito39;Is a súper original game with a great story and character development, a trully masterpiece;expanded;English;10
Nal1nk;Absolutely not an interesting game, with a strange plot and inconvenient management;expanded;English;0
nnevill;Fully finished game for 2 times. 2nd time was in 2020 – 2 years after the 1st time and it still a Masterpiece! I've notices that playing for Ellie is much more interesting because she is a fragile. Joel could receive much damage even on Hard level but she can't so it's more challenging to deal with enemies. Each good shot is treated as a big victory.,,Looking forward for the Part 2 - should be GOTY 2020.;normal;English;10
Kostas101;An amazing experience, the gameplay mechanics are not something special or unique,  but Joel and Ellie are awesome characters, and they pretty much carry the whole game. This game is ahead of It's time, with amazing acting and voice overs, many details and smooth animations. I'm not even a fan of Survival Horror games, but this one is really something more than that;expanded;English;10
HelloThisIsTheo;The Story is awesome and the gameplay is in the top 5 for me. i got this game in march after hearing EVERYBODY i know that has a PS4 talk about how perfect this game is. it delivered. it is perfect. GO GET IT!;expanded;English;10
nikh;So last of us 2 is coming and I can't wait so till then I decided to visit my all time favorite masterpiece the last of us and all I can say is this game is amazing from start to finish and seeing what the part 2 is capable of I can totally see these 2 games being game of the year and game of the generation ❤;expanded;English;10
XxAlbertoBuzzxX;The Last Of Us Remastered,....................................................;expanded;English;10
HarisBIH9;What a Phenomenal Experience! 10/10 Thank you Neil Druckmann, and Naughty Dog,,Really;expanded;English;10
Ellie_skywalker;Best storytelling I've ever seen in a video game. Characters are deep and the story keeps me curious to see the next and keep playing.;expanded;English;10
Johnnyls;It must to be played. A perfect story and game play about life after outbreak day.;expanded;English;10
Migsus;Fabulous!!Fantastic! The Best game for ps4 Great story and beatiful images. I want to play the Second game as soon as possível.;expanded;English;10
marvsfontanilla;Story: 10,Graphics: 10,Sound: 9,Gameplay: 10,Innovation: 10,Duration: 25 Hours (Main Story),MY FAVORITE GAME 10/10 MASTERPIECE, ONE OF THE BEST GAMES OF ALL TIME, MUST PLAY 100/100;expanded;English;10
Blurrywolf;The Last of Us is the best video game I have ever played. This journey will stick with me forever.;expanded;English;10
apoorve;Playing it again and waiting for TLOU2. Game is 7 years old now but still more fun than many recent titles. Best PS4 game.;expanded;English;10
AndrewHord;I`m sure i won`t surprise anybody calling this game as one of the all time greatest.It is utterly stunning.If you bought PS4,you have to buy this game !It has one of the best plot of the game industry,its memorable and wonderful main characters will stay in your memory forever after playing that. It still looks very nice and i`m sure you`ll be satisfied playing it.;expanded;English;10
WudzZalesia;Great remaster of a great game. Pretty good multiplayer, but i didn't enjoy it as much as others do.;expanded;English;10
MARXENZOLOPES;An incredible game that is much more than a simple adventure game, as it deals with human interactions and their complexities. The game is a great work by Naughty Dog and deserves all praise as the game of the year 2013 and still as the game of the decade.;expanded;English;10
Potatoes953;Truly an amazing experience that was one of the reasons that I bought a PlayStation 4 along with Persona 5. The game is great with solid game-play mechanics, beautiful visuals, well made set pieces and amazing writing. The characters are grounded and relatable without Joel, the main character being just some generic dude with a gun.  The game is one massive escort mission but the fact that it is one isn't even noticed by the player as it doesn't feel like one, Ellie is useful and doesn't actually do anything harmful to the player like in Resident Evil 4.,There is some amazing visual storytelling much like Bioshock but unlike Bioshock all of it must be found by the player through notes and audio diaries that are found in totally out there locations. Bioshock has that kind of thing only it is far harder for the player to miss those audio logs as they glow and whatnot. Furthermore, the Last of Us has crafting mechanics using everyday items found throughout the post-apocalyptic US landscape. The game's story also never gets boring, it is perfectly paced so that the player never gets bored by the plot or game-play which is something other PlayStation exclusives cannot say. Overall the game is fantastic and a definite must play but if you don't have a PS3 or PS4 there are many great lets-plays out there on YouTube.  There is a lot Naughty Dog must live up to for the second game so here's hoping they can match it or exceed it in quality.;normal;English;10
Barnes_Jake;One of the best stories you will ever see in a video game.  Hands down one of my favorite games of all time.  The gameplay is great too.  It's the perfect mix of fun and challenging.  It is not only great within the survival horror genre, but in gaming as a whole.;expanded;English;10
FaridRjb;The best game ever made!,Story, characters, emotions and also gameplay could not be better than this. TLOU is the only game which never makes me tired.;expanded;English;10
hoohoo;"It is a movie you ""play"" through. Only choice you can make is to go guns blazing or sneaking past. No choices in the story, no choices in where you go. It is ok-ish, but not nearly a top game at all.";expanded;English;6
Carpen;Best game ever existed. I will not say that you honestly need to buy this game but for me it’s the best game ever existed;expanded;English;10
slavakilin19;It’s a legendary game with excellent scenario and gameplay! Played with high pleasure;expanded;English;10
lloydzx211;Must play game for every PS4 players. Developers made their best to create the interesting story and locations.;expanded;English;10
PartII;What a masterpiece, i got so attached to characters, truly the best game ever.;normal;English;10
Alentejano;Certainly the best take on the zombie apocalypse, at least the most human take. It starts incredibly, welcoming you to its world and characters by showing realistic and also entertaining relatioships between certain characters(mostly the father-daughter ones). The beginning is emotional and the rest of the game is as good, putting in a lot of effort in creating human characters with flaws(like Joel) and in developing the Joel's relatioship with Ellie. The storytelling is great, the direction of the whole game and its cutscenes are amazing, the performances are among the best in video-games, movies and TV, it has some of the most tense scenes I've had to play through (the ones where you have to get past Clickers and Runners without being noticed) and the music fits perfectly with the game's environment. This is indeed a Masterpiece.;normal;English;10
Cmmcfreire;Story - 10/10,Gameplay - 10/10,Soundtrack - 10/10,Levels - 9/10,Graphics - 10/10,Replay value - 8/10;expanded;English;10
Topliyak;It doesn't need to be commented. Everybody must play The Last Of Us. No one word more;expanded;English;10
Wulfy;Played this recently and wow it's incredible! The Last Of Us is an absolute masterpiece and developer Naughty Dog got this game perfect. Throughout my entire 18 hour playthrough, not once did I come across a bug or a mechanic I didn't like. And oh my lord the story is straight up THE best of this decade. Next to LiS Season 1 and LiS BtS. Those games are very close to me and TLOU just made the first spot, with the other two coming second and third. Its structure and gameplay ties the narrative into a beautifully built world with high levels of detail, perfect sound design and lighting. The Remaster takes the original game, and enhances it for PS4. Making the framerate cap a solid 60FPS and 1080p+ resolutions. The motion capture in this game is perfect, with an excellent cast of actors and actresses, including Troy Baker and Ashley Johnson. This game really hits the spot for narrative loving gamers, and the inclusion of the LEFT BEHIND DLC adds more backstory and gives even more clarity to the characters. I can't say this enough, PLAY THIS GAME WHENEVER YOU CAN.;normal;English;10
Hugo_Luca;This game is so great that it is worth buying a ps4 just for this. Absolutely amazing story and great graphics. There is nothing that lets you down. What a brilliant game. My 2nd favorite game of all time behind Beyond: two souls.;expanded;English;10
squappyjam;amazing game the story was definitely the best part I've now beaten this game 3 times but also the gamplay is really good but you buy this game for the story this is definitely my favorite game of all time;expanded;English;10
vetrenyj;This is my favorite game, I look forward to the second part. Great characters, plot, graphics, animations, especially facial animations, the cutscenes are simply magnificent, camera work, getting into colors, the world, gameplay, atmosphere and music, the music is just great, this game is good for me in absolutely all aspects and because of  this and 10 out of 10.;expanded;English;10
Huysolo;Played for 5 hours, turn the game off and my save is gone. How the **** this game was allowed to be released;expanded;English;0
Flabo88;The best title I've ever played! The story is very intense, the gameplay is manageable and the enemies are fabulous. The vast playability methods are beautiful.;expanded;English;10
Thirdmanonmoon;Not everything about this game is perfect, but the pieces of it combine together to make the perfect game.,In isolation, some of the gameplay would seem a little clunky but factor in the sheer beauty of the world naughty dog created, an excellent and incredibly emotive soundtrack and a story and dialogue that would put many Hollywood films to shame and you end up with the most compelling and emotional game  I've ever played,If you haven't played it, buy it and do so immediately. Unmissable;normal;English;10
danoreviewsbro;Best game ever, perfect,Fkin perfect,Everyone needs to play if they wanna go to heaven;expanded;English;10
Gromi4;Probably the best game I've ever played. It's absolute must-play.,Definitely 10/10;expanded;English;10
gustavomodena;This is one of the best games ever made. Magnificent history, ambience, soundtrack and gameplay. I recommend it to every fan of post apocalyptic stories.;expanded;English;10
DJKrimson;Very emotionally capturing adventure game. Amazing storytelling & character development, probably the best I've played when it comes to those areas. It lacks a bit when it comes to the combat, but definitely a must play in my books.;expanded;English;9
GamingNation2K;One of the best video games every released. The Last of Us is still relevant today and used as a measuring stock and an example for what other games of a similar genre can learn from. Top-notch storytelling, gameplay and music. Naughty Dog created a masterpiece. It's an emotional roller coaster from start to finish. Everyone should experience this game! Despite all the negativity its sequel is receiving at the moment, I'm just as excited for it as I was when ND first announced it almost four years ago! I can't wait;normal;English;10
Metaz;Possibly the greatest game of the decade. 10/10 It's an honour just to play this masterpiece;expanded;English;10
OMF786;The remastered version is absolute fantastic, going to recommend everyone to play this masterpiece. There wasn’t a second in a game in which I felt I was drifting apart from the game;expanded;English;10
5t5t5u;My favourite game. beautiful atmosphere of post-apocalypse and incredibly interesting plot.;expanded;English;10
Daini20;THE BEST GAME EVER, I WILL NEVER FORGET ALL THE TIMES I FINISHED IT, 100% RECOMMENDED;expanded;English;10
Guppy13-14;Loved this game one of the only games I could say made me have a emotional attachment to the characters. The one scene with Ellie and Joel discussing Loss after she ran away always bring droplets to my eyes. The game has a way of building and staying true to the characters. Joel is a wonderful character that grows through the game with his connection with other characters. The decision that he makes at the end of the game u feel the hardship of doing it as your forced to kill but you feel why he did it as you see what had him make these choices through his journey. Ellie amazing as she goes through the struggle of growing up through the apocalyptic world wondering how the world used to be. Through the game you see the bad of the world but u also get a sense of hope as these character discuss how Joel might teach Ellie how to play the guitar and how he was when he young. The best part of the game is the characters, of you like a story told through characters this is a must play.;normal;English;10
Dan4dele3452;This is the worst movie i've ever seen in my whole life, i really hated this movie, when I was playing i fell asleep already 59392 times.;normal;English;0
avishay;the last of us is a great game with a good and sweeping plot, with excellent characters and excellent speech so we will remember the imagery for another few good years and the battle system is very good and the music that fits well in a must buy game !!;expanded;English;10
rcoberle54;I played this again right when quarantine kicked off. It felt like the appropriate time to do so. Everything about this game is brilliant. The cinematics, the story, the action, the gun play, the stealth. Everything works so damn well. My only grip is that I found one minor technical issue with the walking. A lot of people online were saying that it's the controller that does that, but I've had no similar issue with any other game and I read that a lot of ppl experienced the same thing. I would rate this as a 9.5 out of 10 just for that because 9 feels too low for this game. It didn't detract enough from the game and I probably even enjoyed this playthrough more than the original one when it first came out. I just couldn't say enough good things about this game. Is part 2 here yet?;normal;English;10
Shimmeywill;Purely subjective review and is just here for personal record. This game is fantastically produced and has some A-list acting. However, the stealth/survival gameplay and heavy emphasis on a cinematic story simply did not click with me. the cutscenes try really hard to make you care and I while they are not bad, they just don't do it for me. Not a bad game, review is just of personal enjoyment.;expanded;English;3
TonyJunior;The Last Of Us is a greatest game in many aspects, because the gameplay is complete, the graphics are excellent, for a game originally released in 2013 and remastered in 2014, the cadence is great, the story is perfect and exquisitely told, the soundtrack is excellent and it is present in the necessary moments in order to amplify the immersion and the emotion, besides that, the artistc diretion is very good, the variation of scenarios and the beauty with which they are created is excellent. For this reasons I really recomend play this game, because is a true masterpiece in the games world.;normal;English;10
Miel53;One of the greatest games ever made!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;expanded;English;10
Ed16;One of the best PS4 games, if not the best. I strongly recommend you to play it. Great story, gameplay, graphics, acting. The game merely has not any limitations.;expanded;English;10
nathanliapis;Last of us is the best game ever made! The remastered version should have been more polished (graphically). It shows its age when comparing it with God of War and Hellblade. Graphics 8/10, Audio 9/10, Gameplay 10/10, Loading times 9/10;expanded;English;9
xRabia;Metacritic forces me to write a seventy-five character review so that I can have my notes listed without searching game by game.;expanded;English;10
Marlonsrosa;I played 4 times the whole game each lvl,for me the story is amazing! there are a Lot things to do ..;normal;English;10
farinha_ricardo;The best game I've ever played in my entire life! The gameplay, the story, the soundtrack, the perfect graphics, the game modes in addition to the story mode... It's amazing!;normal;English;10
Cafe_8bits;TLOU remembers me what i like the most in a video game, but not because it is good on doing it, but because it refuses to do so. If you check my top rated games, all of them have something in common with each other: They do things in a way only video games can lead to, they narratives and mechanics can only work if on a video game.,TLOU sadly is not one of them, its narrative is shallow and can work in a multitude of other medias. Not to say its a bad game, because it certainly its not a bad game, but it absolutely is not a masterpiece, even tho its a good and polished game, with great characters.;normal;English;6
Filmanwalt;What an excellent narrative between two Characters in an apocalyptic scenario.,,Story,,The Story about the trip of Joel and Ellie is stunning. Its simply amazing and dont really have weak spots in it. Its linear but very well written about the two and all things around them.  Both  characters will catch your heart and you will care for them, especially Ellie.,,It has an open End so Part 2 cant come soon enough, good that I finished the Game now and not earlier. Im very interested to see what is coming next for both.,,Graphics,,For an old Game like this it looks in the remaster version really good. Some moments are pure beauty. The People look mostly insanly realistic. And the postapocalypse is perfect portraied.,,Gameplay,,It has his flaws here. The stealth mechanics arent mine but I was fine with it. The AI is really bad and can get you out of the imersion. Sometimes Ellie will run trough enemies or runs wildly around the room.,,The AI of the opponents are mostly good, but there are Ways to cheese it or they just doesnt recognize that you kill their friend besides them. The Crafting or skilling is very shortened but doesnt matter that much, the most important things like Medkits are there.,,The Gunplay feels a bit sluggish but all in all it was good enough.,,Summary,,If u didnt play this game already like me DO IT. Its an insane good story. 9/10;normal;English;9
SAMAX;This is a wonderful game that made you think and rethink something. The shootings and stealth, as well as the atmosphere, were also very pleased.;expanded;English;10
Intercosmic;really boring, generic zombie shooter and the fans of the game are so toxic it just makes you dislike the game even more.;expanded;English;0
St1kmaZ;Very beautiful world, very good gameplay. And the best soundtrack. This is best game for last 20 years;expanded;English;10
iKen;Played and completed on PlayStation 4 Pro.,Gameplay: GREAT.,Story: GREAT.,Graphic: GREAT.,Voice Acting: AWESOME.;expanded;English;9
WERNERBARKHUIZ;Story best of the generation.  Replay ability not so much. Wish to be better at this game;expanded;English;8
Kacherrrga;The game expresses a lot of psychological factors of a person. Joel lost his daughter 20 years ago and meets a girl who can be a salvation for the whole world. And in Joel, something human again awakens after a time spent with Ellie. And at the end of the game, Ellie becomes for Joel a personal salvation from this world. Therefore, he did not allow cicadas to create a vaccine from it to help humanity. First of all, he thought about himself and about how to save himself.,,The game has a lot of hidden messages that can talk about quality work.;normal;English;10
ltsOver9000;One of the best games I've played to date. The story line was incredible and was well paced.;expanded;English;9
Descole;Pretty good story eith some really emotional scenes. The acting is really good with a beautiful soundtrack. The reason why it isnt a 10 /10 is because at some point the Gameplay feels repetitive. In general a must play and a game of the generation;expanded;English;9
Elmarman2001;Best game ever!!!!!,I won’t even try to explain why! If you have not played it, just go and buy this game.;expanded;English;10
Andrii_Riabii;Best of all I've been playing around for a while,Top-level plot and plot twists,The characters are alive and each with its own interesting story,Even now I can't say that the game is not good, and at one time it was just WOWUU,I recommend it to everyone;expanded;English;10
syandicate;#���?;expanded;English;10
psylife;"The first thing to note is that the game is surprinsingly short (Hard playthrough) - The absence of uniquely crafted set pieces points towards the fact that the game might have had a lower budget than previous naughty dog productions. Gameplay wise, you are looking at a competent stealth action game, but that does nothing new to advance the genre.,,Let's be clear, as far as stealth options are concerned, you get to chose between throwing a brick, or a bottle, that's it. There are no exciting environmental opportunities to leverage, no interesting situational obstacles to deal with, and boredom sets in as, you deal with fairly identical situations, over, and over. Think of Uncharted, with extra boring interruptions, walking sections, and with the fun action bits removed. They also got rid of the puzzles too since you now get to play with bricks and ladders.,,The crafting and looting is competently handled, but there is really nothing in terms of gadgets or skill tree worth praising above and beyond the competition.,,And that's my problem, in the light of all of these observations, it is difficult for me to accept the praise the game has garnered. Maybe an exceptional scenario and plot could have justified the praises, but considering how cliche and predictable the story is, it is that much more difficult to reconcile myself with its critical success.,,Yes, the acting, music, presentation and production value is a cut above the competition, but as far as 2013 release games, I can think of so many games that easily outclass The last of us in terms of game and level design, pacing, mechanics, and player agency. Games such as Tomb raider, Blacklist, GTAV, not only do more, but they do it better - and if we wanted to draw a comparison with a game that more closely resembles the last of us, Spec ops: The line is the more successful of the two in realizing both its game-play and story-telling ambitions.,,The last of us remains a moderately enjoyable game, it does have a few saving graces in terms of scenario and game-play (like the hunting sandbox at the beginning of the winter chapter), but it is far too repetitive and limited in scope to be considered anything above the best the competition has to offer. It is also worth noting that 2 of Resident evil 4's most memorable, fun, and iconic game-play moments were ""borrowed"" by Naughty dog, though not as well executed as in Capcom's masterwork.,,As a videogame, The last of us only truly excels at mimicking what has previously been done better on film and TV, yet does very little in terms of intelligent design, and interactive story telling.";normal;English;6
PnuTTT;I cant even put in to words how much i love this game. This game is a masterpiece.;expanded;English;10
danield80;A game where's even walking fun!? I would have given 10 but the last three seasons are super short and rushed. Also the brutality in cutscenes prior to the end of the game is so hideous. It felt more like murder skillkill revue in the last hour or so.;expanded;English;8
SleepNot;It's one of my top5 games I have ever played! Love it so much! Great story, best gameplay! Beautiful work!;expanded;English;10
ViperXT;Great story. Game play is really well done, only problem is the AI is off at times. Ellie tends to get in the way and sometimes gets stuck but other wise the game is really well done.;expanded;English;9
Eugie27;Amazing storytelling. Breathtaking action. Good Graphics even in 2020. Naughty Dog in its best! One of my all time favs:);expanded;English;9
silviopandrenna;Masterpiece.,One of the best games of this industry.,thanks naughty dog. can't wait for part 2;expanded;English;10
Carlos2103;Its only my favourite videogame of all times.... the words cant describe this game...... a masterpiece made by Naughty dog;expanded;English;10
Rafaextreme16;The game is perfect, the remastered version has acceptable graphics. I finished the game in 2019 and the story that goes on in the game is very good from beginning to end.;expanded;English;10
ahmedkabotaa;The best excluvise ps4 and the best game in ps3 and PS4 the best game from Naughty Dog;expanded;English;10
Potatoman22;Absolute masterpiece 10/10 my all time favourite game I’m not exactly a fan of horror video games but I still absolutely love this game and can’t wait for the sequel. The story is amazing, the characters feel so real, and I love the soundtrack. The game is so immersive remember the part where Joel gets separated from Ellie and has to find a key card to unlock a door by turning in a generator and it alerts a bunch of zombies I got so immersed in that part I actually had to use the washroom after because of how scared I got or how sometimes I would get worried when I was low on ammo and had to use creative stealth strategies since I suck at being stealthy In games. Another reason I love this game is because of the characters and how they show real emotions and get closer as the story progresses. That’s another thing I like it’s a mainly story based game I’m not a fan of backtracking and it’s why I don’t really like side missions with some games I’m fine with them but others I just don’t like it. Overall even if you don’t like the horror genre definitely play this game.;normal;English;10
Nath666;Another 3rd person zombie shooter with awful story and characters that have way too much baggage... The dlc was awful! Some parts good but overall... Meh;normal;English;0
Sopranzzz_;This is a masterpiece, defenitely one of the best games i have ever played. The storytelling and atmosphere are simply perfect, the emotional side here plays a crucial part, thing that in other games of the same genre isn't present as much as in this one. This game is really impeccable, everything is done with attention to the smallest details (there are even some in-game shops who have a real Twitter account).,I wish i could get back to the time when i first played it, truly beautiful. I can't wait for the Part II!;normal;English;10
Skilletti;A masterpiece even after 7 years of release. A perfect job of Naughty Dog, I am very excited to play the second part.;expanded;English;10
Hugegapjungle;The most overrated game of all time, i have no idea why people put this game in all time greatest games list, leaves a lot to be desired and its not really impressive, tries too hard to be a movie.;expanded;English;0
KapitanAz;it’s a best game which i ever play.Beautiful plot maybe with not best gameplay but another good sides of game close small problem of gameplay;expanded;English;10
Badreddin;So glad I play this masterpiece everyone needs to try this goargess experience;expanded;English;10
steve_kent99;A superb heart wrenching story with enticing gameplay and a beautiful yet terrifying world.;expanded;English;9
Gajjitt;One of the Greatest...edgy, brutal survival game with absorbing character stories.;expanded;English;10
Metacriticaller;"All what I can say about this real time video game is that this real time video game is still challenging, even on easy mode! Interesting how much hard and difficult is the ""Grounded"" mode!,,You need a lot of patience and move very both slowly and silently to both stay and remain safe. Otherwise there are many mistakes that you can do to see Joel dies and the last checkpoint is loaded to retry the encounter.,,Ellie is sometimes helpful and sometimes not.,,You must play this real time video game both very tactically and strategically in order to finish it.,,The story of this real time video game is very interesting and no one can wait until the part 2 is released to see how the story continues.,,There are many events and scenes in this real time video game that are very memorable and you won't forget any of them once you watch all of them.,,The experience in this real time video game is definitely very positive.,,Don't forget to explore every area and place and find all the items that you will use in order to survive.";normal;English;10
Oliviero2212;This game is the best game ever, The graphics, The gameplay, The story telling are The few of the many merits of this game;normal;English;10
Pspsony933;It’s a pity that such games are rarely released, but this is good because judging or campaigns can set high-quality games;expanded;English;10
RanGom007;So much has been said about this game, but the main point is how much this story is striking on an emotional level. For me, this is the best game of all time. Many years.. and I still return to this world with great joy. Again experiencing those same emotions after the first pass. And it's not worth saying how much I'm waiting for The Last of Us Part 2. For me, this is the main example in the gaming industry, which goes beyond entertainment. This is art. Neil Druckmann, Naughty Dog, thank you. I will remember this story for the rest of my life.;normal;English;10
Maugaran;I can't understand the hype about this game. I have played 3-4h of the game and it has inspired me zero. The story resembles a romance novel for little girls. Emotions equal zero. The tunnel-like levels like in God Of War are cruel and boring. The roleplaying elements are virtually non-existent and the characters have no charm. The opponents are stupid and you always do the same thing.;expanded;English;1
Mamacoca;I've always heard good things about this game. The graphics are beautiful and look very realistic. Gameplay is fun and really keeps you on your toes. The multitude of objects to collect do a very good job of immersing you into the story. The story is outstanding and the relationship between Ellie and Joel is beautiful. Cant wait for the next chapter.;expanded;English;10
VClav;The Last of Us is amazing game. I love how many exist possibilities how to fight without the ammo in your gun. The story is amazing and how much have unforgettable characters. I really enjoyed playing and I recommend  The Last of Us for everyone who own ps4;expanded;English;10
rachie;My favourite game of all time, excellent storyline and characters. Recommend to everyone.;expanded;English;10
TheNewYorkArts;"a true work of art in the era of the fast, cheap & noisy. a ""must"" if you consider yourself to be a gamer. it'll definitely go down in history as one of the best PlayStation exclusives ever released and it's a modern classic. from the plot to the graphics to the gaming experience, The Last Of Us is the ultimate proof that there is still place for masterpieces in the age of the social.";expanded;English;10
Anakin_Sky;Best game I have ever played!,Reletionship between Joel and Ellie is very good and the story is great with compelling story.;expanded;English;10
elolugo;It is a good game but it's not a 10/10. It's full of cliches from the zombie genre. Should have been more brutal...;expanded;English;8
JanieGotAGun;A game of the decade!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!111;expanded;English;10
Watcher-o-Roads;Masterpiece,This game is the reason you should buy a Playstation. The most immersive experience I have ever had in a video game.;expanded;English;10
Medikkk;The best game game of all time!,Awesome gameplay, awesome graphics and the best storyline!;normal;English;10
death12123;Such a good game but it's ruined by it's controls. One thing is that the story is top tier. It's one of the best I've ever played. Gameplay is good and I understand the feel. Some things could've been better but the thing that kills it for me is the sensitivity. I maxed out the sensitivity and it's STILL unbearably slow. Keep in mind on PC I play at 3200 DPI and on games like COD on console at Insane setting. For story node the slow sensitivity is fine but for Online it's unplayable. I mean you have enemies coming from the back and you turn as slow as the hour moves on the clock. If it wasn't for this I'd easily give this game a 10. Story and the game are beautiful nontheless. Online and the sensitivity on the other hand? Not good at all. That's one problem with consoles though. As much as I love it, if the settings only allow a certain thing, that's all you get. If anything they should allow custom settings to your hearts content on TLOU2 or atleast way higher sensitivity than what feels like a 4 out of 10 on other games.;normal;English;9
PanMrkvicka;Pretty overrated game but still a quality game with even though not interesting zombie setting but very great storytelling which makes the setting actually good and some of the characters but its till pretty predictable. Gameplay is fine but its more like a walking simulator and theres too much unnecessary encounters just to prolong the gameplay and it has just some copypasted zombies that you sneak past.;normal;English;8
Vaulie;A simple story but executed to perfection. A fantastic survival game which really makes you think at times and utilising whatever you have in your arsenal and what you can source around you.;expanded;English;8
Resunoit;This game has some of the best writing I’ve ever seen. However, the gameplay is the one reason I’m not giving this game a higher score. It’s decent, but not great. It’s still an enjoyable game though.;expanded;English;8
Denis_3377;Boring ... I do not understand the squeals around the game.  I hoped that it would be more interesting, but no...;expanded;English;2
Nameless2131;second best game of all time -------------------------------------------------------------------------------------------------------------------;expanded;English;10
StarsWitch;I think the story and gameplay are very avarage,I'm sad cause I was actually looking forward to this but I was really disappointed with how generic it was.. human enemies were especially boring;expanded;English;6
Bruterake;Great history, gameplay is just 10 out of 10, sound design and level design are both perfect. Simply a 10 i couldn't find any problem with this game. :);expanded;English;10
kia_salemi;Its a total garbage, enemy and allies AI are ridiculous I've never seen anything terrible like this. If you play it on hard or grounded mode difficulty the game becomes totally broken. Savings are absolutely **** game saves in first of encounters if you kill a bunch of zombies and then suddenly die, it loads at first of encounter. I really regret paying for this game.;expanded;English;0
cylentstorm;The Last of Us has great writing and voice work, but suffers from tired gameplay mechanics and linear design. This straightforward port does little more than slap a new coat of paint upon a solid, but overrated PS3 adventure. Still--if you missed the last-gen hype-train, this is your ticket to see what all the babbling was about.;expanded;English;7
JP_Wilde;the game of the decade!,It was one of the first games on my PS4, I never had a PS3, so it was my first experience with that title!,The graphics will take a long time to age, the story touches you in an incredible way, it has tension, epic moments, sad and a lot of terror as expected of the genre.,The Last Of Us gets it all right, of course, it's just my opinion, but what can I say? it's my favorite game to date on my PS4, that the second game honors that first game.;normal;English;10
Alihs3;The best survival game I've ever done was to thank the game maker for the trouble;expanded;English;10
ryanecho;"I had to restart not once but twice because I got stuck each time and there are just glitches everywhere. Your ""team mates"" always get in your way and when you go up to them they will move they just get farther in your way. The story is awesome, though. It is probably the game's highlight.  The Last of Us: Remastered is a good game all in all. I would even argue it is a great game. if you are a fan of The Walking Dead and also would like a good shooter then I suggest checking it out.";normal;English;8
Patroneq;One of the best games I've ever played. The story is well written, you feel that characters are not the fictional ones, but the real people that you can meet in everyday life. The emotions during the play-through are insane. You can smile, be happy, be irritated, be angry and also sad. The game is not long, the game play is decent, but the story and characters are one of the best I've experienced.;expanded;English;10
Venche20;Total cheese fest. Cliched characters, cheesy dialogues, predictable twists that anyone with a brain size that of a cockroach can guess, ending that was copied from Prince of Persia 2008. Describing it in one word? Dogs**t;expanded;English;0
DGSNunes;What an amazing game! The single-player storyline is catching, the ambiance and graphics are amazing. The gameplay would be excellent if your companion wouldn't get in your way sometimes and you end up dead. Besides that the experience with the game is awesome. Me as a new Dad got really connected with Joel reactions throughout the game. I really enjoyed it.;expanded;English;9
TheLastTay1;Impeccable. admittedly, I went into this game just for the story but I found the gameplay to have real depth and be incredibly enjoyable. very memorable game.;expanded;English;10
mulisharobbo;SO BORING. The whole game is just walking IN and OUT of buildings, strategies to overcome enemies and I just couldn't have cared less about the story or its characters, BORING. I didn't enjoy any of the mechanics. The ok graphics are why i gave it a 2 and not a 1.;expanded;English;2
Bloom-ball;"Uhh, well. What can I say? This game is a must-play. Even right at the beginning (About 4-5 min in), you are already attached to one of the characters and I was tearing up. Naughty dogs actually made the game very well that it has the details of Red Dead Redemption 2 if you pay attention. Amazing storyline if you pay attention. And this is also one of the only two games where I actually did all of the possible optional stuff in the game. You are never bored, the clickers are actually **** annoying and you just don't want your character to die. And, later on in the game, one of the mini-boss fights (No spoilers) almost gave me an anxiety attack. This is simply one of the best games made. (Not surprising coming from naughty dogs). And you know when a game reaches this level in gaming and suddenly comes under fire from naysayers **** you, this game sucks!!!"" (you know, the 446 people and the 268 people on this site who did not give it over a 7? All the Xbox fanboys?) Well, I say that they are just all so salty. They are spreading so much lies about this game just because they cannot play it. What losers. Look, if this game was really bad, then how the **** did it win 240 awards?";normal;English;10
pawelgrzybek;Clearly the best story of any game that I have played so far. Strong storyline, bits of horror, comedy. To top it off — looks amazing on PS4 Pro. Looking forward to continuation of the story!;expanded;English;10
tonyX6;Best survival game and the online is very awesome. I have been playing online Factions MP for three years.;expanded;English;10
JoacoWn;It is a perfect game for people who like shooter games and has (for me) the best story and the best characters that could have been created;expanded;English;10
Crashius;This game is definitely  the game of the decade. I'd call it a masterpiece by no doubt. Brilliant storytelling, the atmosphere the game created between Joel and Ellie , one of the best soundtrack in the video games , amazing gameplay . There are only a few games which connects you to the game and have an emotional  connection. Also , the remastered version offers better graphics and photo mode which you can take breathtaking photos. Nevertheless, online feature is also very addictive and fun at the same time.;normal;English;10
realfeanor;Cannot desribe how good the game was. Thanks Naughty Dog for this masterpiece great work!. Cant wait to play the Part II.;expanded;English;10
